,mid,title,text
531,6457529	,李兹	,李兹R.L（，） ，为来自多明尼加的棒球选手之一，2003年以自由球员身分为美国职棒巴尔的摩金莺签下，曾经上过大联盟，2019年起效力于中华职棒Lamigo桃猿，守备位置为投手。。	
532,6457566	,847年大马士革地震	,北黎凡特地区位于死海断层上，传统上就是地震易发区；死海断层是阿拉伯板块和非洲板块之间的转形断层，在黎巴嫩地区的方向大约是西南—东北方向，形成了黎巴嫩山山脉和反黎巴嫩山脉。死海转形断层是一系列断层线的合称，其中最主要的是夜梦断层，他曾多引发大地震，例如和。本次847年大马士革地震也与此断层的活动有关。 除了大马士革，中东其他的地区在847年也有记载曾因地震遭受重大破坏，虽然专家并不清楚那些记载是否都指的是同一场（11月24日的）地震。在众多记载中，目前除了判断安提阿的地震记录应与847年11月24日显著摧毁叙利亚大马士革的地震相同外，其他由于年代久远，都不得而知。以847年大马士革的地震来说，本次地震在黎明十分开始，余震至少持续到中午；奥米亚大清真寺寺本体及尖塔部分倒塌。大马士革市内的多处桥梁房屋被毁，城内的巨石也发生异位，大马士革周边的城镇（如德拉雅）也多有灾情。 847年其他传出的灾情还包括今日叙利亚的霍姆斯、黎巴嫩国、美索不达米亚的（今属伊拉克）也有城镇遭到破坏。摩苏尔城也发生了一场大地震，造成多达5万人死亡。	
533,6457567	,燃烧瓶填充剂制作方法	,"<div id=""copyvio"" style=""display:none;"">	"
534,6457602	,一千五百万点	,《一千五百万点》是英国科幻独立单元剧《黑镜》第一季的第二集，本集由该剧主创兼制作人查理·布鲁克和妻子卡纳克·胡克（演职员表署名为“康妮·胡克”）担任编剧，尤若斯·林恩指导，于2011年12月11日首播于第四台。本集的背景是在一个以利用骑自行车来维持电力供应和赚取一种名为“点数”的货币的世界，讲述了宾（丹尼尔·卡卢亚饰）遇见了艾比（杰西卡·布朗·芬德利饰）并说服她参加一个才艺类选秀节目来逃离他们所处的奴隶式的世界。本集通过科幻小说中的反乌托邦，来平行反映了如《X音素》和西蒙·考威尔这样的真人秀节目与人物。本集获得了积极的评价，一些观众赞扬本集的视觉风格和发人深省的故事，以及演员的出色表演，并认为该集比前一集《国歌》要更好；一些评论家批评本集并非原创。	
535,6457605	,SUNRISE (GFRIEND单曲)	,《SUNRISE》是韩国女子组合GFRIEND2019年2月13日在日本发行第二张日语单曲，且A面是第二张韩语正规专辑Time for us的主打歌，由Source Music制作，King Records发行，于2019年2月13日推出，主打歌为〈SUNRISE -JP Ver.-〉。2019年1月12日，决定第二张日文单曲标题「SUNRISE」。同日发布概念照2019年1月31日，解禁SUNRISE-JP Ver.-MV。此张单曲专辑发行三个版本初回限定盘A：CD+DVD初回限定盘B：CD+Photo Book通常盘：CDCD＊粗体字为主打歌DVD<br>SUNRISE -JP Ver.- MV<br>SUNRISE -JP Ver.- MV Making<br>	
536,6457619	,三桥千禾子	,三桥千禾子（，），日本漫画家，结婚后户籍上改姓青木。出生于茨城县石冈市，1歳时搬家到东京都中野区，幼儿时起便喜欢绘图、漫画跟诗。东京都立武藏丘高等学校毕业后，在动画公司工作，1962年开始于少女杂志《美しい十代》上连载《小さな恋のものがたり》，1988年于朝日新闻连载另一部代表作《ハーイあっこです》，这两部长篇连载皆改编为动画及真人版电视剧。《小さな恋のものがたり》于1977年荣获日本漫画家协会赏的优秀赏，2015年荣获手冢治虫文化赏特别赏、日本漫画家协会赏的文部科学大臣赏。	
537,6457626	,巴斯克日报	,巴斯克日报是总部位于巴斯克自治区吉普斯夸省圣塞瓦斯蒂安市的西班牙语日报。《巴斯克日报》由巴斯克出版协会创刊于1934年11月27日。内战期间主张君主主义，支持西班牙国民军。1948年，它被邮报集团（2001年合并后称为文森特集团）收购，目前该集团旗下还有《阿贝赛报》、《邮报》等全国性报纸。2001年5月，该报财务总监圣地亚哥·奥莱亚加（Santiago Oleaga）被两名埃塔组织极端分子杀害。《巴斯克日报》的政治立场偏向中立，反对激进民族主义，反对加泰罗尼亚独立运动。	
538,6457638	,联合民主党 (冈比亚)	,联合民主党（简称UDP）是冈比亚的一个政党，由人权律师于1996年创立。在2001年10月18日的总统选举中，他以32.6%的得票率位居第二；在2006年9月22日的总统选举中，他以26.7%的得票率再次位居第二。2002年1月17日的议会选举遭到该党的抵制。在2007年1月25日的议会选举中，该党赢得了48个席位中的4个。2016年4月，达博因反对叶海亚·贾梅执政政府及其的政治活动而入狱后，前UDP财政部长阿达马·巴罗被选为其2016年总统选举的领导人和候选人。随后，UDP成为了反对派联盟的一部分，称为，由七个政党组成，联盟支持巴罗作为其候选人。巴罗正式从该党辞职，允许他以正式独立的候选人身份参选，并得到联盟的支持。巴罗随后出人意料地赢得了选举。贾梅拒绝接受选举结果，最后因地区军事干预被迫下台。当巴罗上任时，达博被释放出狱。	
539,6457652	,寻味顺德	,《寻味顺德》是2016年中国中央电视台纪录频道和佛山电视台顺德分台联合拍摄的一部美食纪录片，共有三集，介绍了中国广东省佛山市顺德区的美食。这部纪录片由导演刘硕和费牖明所执导，陈晓卿担任总顾问，李立宏担任旁白解说，制作团队大部分由之前制作《舌尖上的中国》的制作人员组成。2016年4月19日，顺德华桂园举行了《寻味顺德》的首映仪式，4月30日起接连3日，纪录片在中国中央电视台纪录频道首播。2015年，《寻味顺德》的制作组到顺德进行调研和拍摄，在一年里共录制了长达600小时的原始素材，后经过筛选和剪辑，制作成每集50分钟的三集记录片，其中有很多微距摄影镜头，对食物进行特写。2016年6月3日，《舌尖上的中国·寻味顺德》丛书发售。这套丛书附赠了《寻味顺德》纪录片的DVD光盘，丛书内容则是在纪录片的基础上进行延伸研究，将一些研究顺德饮食文化的学者和美食家的研究成果著录成书。2018年6月，制作团队对顺德美食进行进一步的调研，准备拍摄第二季。	
540,6457661	,景陇金殿国	,景陇金殿国（傣仂语：，），或称景陇王国、景昽金殿国、勐泐、金龙国，是一个曾经存在于中国云南、缅甸、寮国边境的傣族国家，首都位于云南省西双版纳傣族自治州的景洪市。其首领的头衔是召片领。景陇金殿国是傣族的一个分支傣仂建立的。1180年，来自（在今日泰国清莱府清盛县）的来到景洪，建立了这个国家，成为了第一代召片领。13世纪时期，曾同时向元朝、兰纳以及缅甸进贡。1296年，元朝军队进入云南，景陇的召片领归附元朝。元朝以其地设置彻里军民总管府，从此开始，景陇成为中国的一个土司。至1384年，改名叫车里军民宣慰使司。1950年，中国共产党进行改土归流，废除景陇土司，自此景陇金殿国灭亡。	
541,6457664	,朱议漇	,朱议漇，明朝宗室、南明军事人物。朱议漇是乐安王朱谋𩔇的儿子，在乡试中成为副榜贡生，授安县知县，调任句容。弘光元年（1645年）六月，他和诸生周鍭在宜兴、溧阳的南新湖起兵，于茅山与何成吾相会。闺六月时，朱议漇联同朱议沥攻南京，用三百人收复句容。隆武帝赐诏说：「朕自以忠孝，为法受过，百般折磨，今天为祖宗复仇，有进无退。宗卿是朕的犹子行，能得悉朕心意，化解危险，助朕帮助祖宗。啊！高皇帝亦会保佑你。」刘良佐急于攻城，他支持不住，退入长荡湖。隆武元年十一月，朱议漇再联同朱议沥攻南京失利，余众数千人和朱盛澂部下合流，又战败，退入安吉、孝丰。次年（1646年）正月，他会合朱议沥再次攻打南京神策门，清朝兵马在朝阳门、太平门截其后路；军队战败，走入徽州，但朱华堞和部下万人早驻扎在此，他感到不安，孤身前往福京。张家玉上疏荐任浙江道御史，和周定礽出发前往广信支援江西，擢官佥都御史，巡抚衢州、严州，自称阁部。六月，衢州失陷，他被杀。	
542,6457672	,仙人柱族	,仙人柱族(Cereeae)是柱状仙人掌亚科(Cactoideae)的一种仙人掌分类。	
543,6457674	,王国 (消歧义)	,王国可以指：	
544,6457679	,2015年SBL明星赛	,2015年SBL全明星赛是第12届SBL全明星赛，于2015年1月31日于新庄体育馆举行。明星红是由台中璞园建筑队的总教练许晋哲执教。明星白是由富邦勇士队的总教练杨志豪执教。	
545,6457684	,但以理书第9章	,	
546,6457687	,大三和弦	,大三和弦（Major Third Chord），在 音乐理论上是一组由 根音、大三度和纯五度构成的和弦。在流行音乐的标记符号体系中，其标示方法是用和弦根音的字母，以图示C和弦为例则表示方法为: C。以数字表示C组成音则为「1 、3、 5」。	
547,6457690	,小三和弦	,小三和弦（Minor Third Chord），在 音乐理论上是一组由 根音、小三度和纯五度构成的和弦。在流行音乐的标记符号体系中，其标示方法是用和弦根音的字母，然后加一个小写的m，以图示C和弦为例则表示方法为: Cm。以数字表示C组成音则为「1 、b3、 5」。	
548,6457694	,怪盗与名侦探	,《怪盗与名侦探》是法国作家莫理斯·卢布朗第二个以怪盗亚森·罗苹为主角的故事集，分为「金发女子」和「犹太灯」两篇。故事主线是亚森·罗苹与英国大侦探夏洛克·福尔摩斯之间的对决。	
549,6457695	,1975年至1976年德国足球乙级联赛	,1975年至1976年德国足球乙级联赛是第二届德国足球乙级联赛，它被分为北、南两个赛区作赛，每个赛区各有20支球队。两个赛区的冠军可以直接升入来季德甲，而每个赛区的亚军则需参加升级附加赛以确定来季的第3个升级名额。最终，柏林普鲁士网球、普鲁士多特蒙德和萨尔布吕肯携手升级，而、、、斯潘道、美因茨05、施韦因富特05、和罗伊特林根05则不幸降入高级联赛。在1975-76赛季，计有拜耳勒沃库森、斯潘道、和从高级联赛升入乙级联赛北区，而伍珀塔尔和柏林普鲁士网球则是从甲级联赛降级而来。在1975-76赛季，计有、FSV法兰克福、雅恩雷根斯堡和罗伊特林根05从高级联赛升入乙级联赛南区，而斯图加特则是从甲级联赛降级而来。德甲的第三个晋级名额在北区和南区的亚军球队之间展开争夺。最终普鲁士多特蒙德赢得附加赛，成功升入德甲。	
550,6457697	,乙酸铕	,乙酸铕是铕的乙酸盐，化学式为Eu(CHCOO)，可以以无水物、倍半水合物和四水合物的形式存在。乙酸铕可由乙酸和氧化铕在加热的条件下搅拌反应，加水稀释后结晶得到：金属铕也能直接参与反应：将乙酸铕溶解在水中，用乙酸酸化，通过电化学还原法可以得到二价铕的化合物[Eu(CHCOO)(CHCOOH)(HO)]。乙酸铕在过量的冰乙酸中结晶，可以得到酸式盐[Eu(H(CHCOO))](HO)。乙酸盐受热可以分解，水合物先失水得到无水物，然后经过碱式乙酸盐EuOCHCOO、碱式碳酸盐EuOCO，最终得到氧化铕。	
551,6457700	,彻里军民总管府	,彻里军民总管府是元朝的一个行政区划——军民总管府。位于今日云南省西双版纳傣族自治州。彻里军民总管府于元朝大德年间设置。景陇金殿国的召片领向元朝内附后，因为景陇之地与兰纳（八百媳妇）犬牙交错，势均力敌。因此请求元朝在此地设立行政区划。于是设立彻里军民总管府，自此景陇成为元朝的土司。1382年（洪武十五年）改为车-{里}-军民府，不久又改为车-{里}-宣慰司。	
552,6457752	,吉尔伯特·赖尔	,吉尔伯特·赖尔（，）是一名英国哲学家，是英国日常语言哲学中牛津学派的代表人物。他的著作《心的概念》被认为是日常语言学派的重要著作。他的思想深受维特根斯坦的影响，在维特根斯坦的《哲学手稿》出版以前他就已经阅读过。《心的概念》一书以批判笛卡尔以来的身心二元论而出名。赖尔1900年出生于英国布莱顿，并且在良好的环境下长大。他的父亲是一名医生，并且是一位对哲学和天文学感兴趣的通才，并将自己藏书丰厚的图书馆传给了他的孩子们。赖尔在布莱顿公学学习，并于1919年前往牛津大学王后学院学习古典学，但很快就被哲学所吸引。他以三个一等荣誉学位的优异成绩毕业，分别是：古典荣誉学位（ classical honour moderations）（1921年），文学人文学科（1923年），哲学，政治和经济学（1924年），并被任命为牛津大学基督堂学院的哲学讲师一年后，他成为基督堂学院的研究员和导师，直到1940年。在第二次世界大战期间，他受委托在威尔士卫队。作为一名有能力的语言学家，他被招募进入情报部门工作，并在战争结束时晋升为少校。战争结束后，他回到牛津，当选为韦恩费尔特教授职位的形而上学哲学教授和牛津大学莫德林学院院士。1949年，他出版了他的重要著作《心的概念》。他于1945年至1946年担任亚里士多德学会会长，并于1947年至1971年担任哲学期刊Mind的编辑。莱尔于1976年10月6日在北约克郡的惠特比去世。他的兄弟约翰·阿尔弗雷德（1889-1950）和乔治·博德利（1902-1978）也都在布莱顿公学接受教育，他们也有着杰出的职业生涯。 1935年至1945年，他的兄弟约翰成为剑桥大学物理学的雷吉斯教授，乔治五世国王的医生，在担任威尔士和英格兰的林业主任之后，1963年至1965年担任林业委员会副主任并获得了大英帝国勋章。赖尔批判了自笛卡尔以来的身心二元论思想。他指出，身心二元论中，关于心灵的概念是“范畴错误”。赖尔把分清范畴的语言分析称作“逻辑地理学”，这就是要准确地指出一范畴在语言中的用法。	
553,6457759	,卢卡和皮奥恩比诺公国	,卢卡公国和皮翁比诺公国是历史上一个位于意大利半岛中部的国家，在1805年7月由拿破仑一世为他的妹妹埃莉萨·波拿巴创立。1805年6月22日，拿破仑撰写了公国宪法，建立了协助公主的国务委员会和立法参议院。虽然当地专门铸造了一些特殊货币，但仍采用法国法郎作为货币。 1809年3月3日，作为的一部分，拿破仑创建了托斯卡纳大公国 ，埃莉萨作为公爵夫人统治了整个佛罗伦萨托斯卡纳大区。两年前，该地区被前埃特鲁里亚王国（1801-1807）并入法国帝国。此后，卢卡公国和皮翁比诺公国成为托斯卡纳大公国的一部分，并因此成为法兰西第一帝国的领土。	
554,6457795	,周雪光	,"<div id=""copyvio"" style=""display:none;"">	"
555,6457816	,贾罗德·戴森	,"贾罗德·马提尔·戴森（, ），为美国职棒大联盟亚利桑那响尾蛇的中外野手。先前曾待过皇家与水手队。2006年大联盟选秀，于第50轮1,475顺位才被皇家队选走。2010年9月7日登上大联盟。戴森在9月登上大联盟。他该季出赛18场，打击率2成11，并有9次盗垒成功。2011年球季，球队已经有梅基·卡布瑞拉担任中外野手了。因此戴森多半待在小联盟。他在大联盟44个打席，打击率2成05，11次盗垒成功。他在小联盟打击率2成79，38次盗垒成功。该年球季皇家将卡布瑞拉交易至巨人队，中外野手位置由洛伦佐·肯恩担任。不过因为肯恩受伤，戴森因此有较多的上场机会。该季他出赛102场，打击率2成60，30次盗垒成功。该年他缔造了个人生涯最高的单季34次盗垒成功。打击率2成58。在比赛后段需要代跑时，他占据著极为重要的角色。该季他36次盗垒成功，再度刷新自己的个人生涯纪录。他也从中外野手转为右外野手，并代替青木宣亲的位置。该季他打击率2成69为生涯新高。1月28日，皇家队与他签下一年122万5000美元的合约。在2015年世界大赛第5战，延长12局，萨尔瓦多·培瑞兹击出安打上垒，戴森上去代跑，并成功盗上二垒。Christian Colon击出安打让戴森跑回超前分。最终皇家以7比2击败大都会。拿下世界大赛冠军。2016年球季开打前，戴森与Paulo Orlando在争夺右外野先发的席次。7月18日，戴森面对印地安人击出生涯第一支满贯砲。2017年1月6日，戴森被交易至水手队，皇家则换来了Nate Karns。9月11日，他动了骨盆手术，球季提前结束。总计他出赛111场，28次盗垒成功，打击率2成51，5轰30分打点。2018年2月19日，响尾蛇队与戴森签下2年750万美元的合约。然而他在响尾蛇队的第一个球季并不顺遂，出赛67场打击率仅1成89。戴森有3个哥哥，一个弟弟和一个妹妹。2016年1月，他的家乡麦库姆将其中一条街道命名为Dyson Drive，以表彰他在棒球运动项目上的贡献。	"
556,6457822	,天府可乐	,天府可乐是中国天府可乐集团的汽水品牌。被称为“中国人自己的可乐”。1980年重庆饮料厂（天府集团前身）和四川省中药研究所共同研制成功。1985年被定为“国宴饮料”，1988年获第二十七届世界食品博览会金奖，中国可乐市场占有率达75%。1994年天府集团与百事可乐公司合资，此后连年亏损，天府可乐几近停产。2010年天府集团向百事公司讨回了天府可乐的配方、生产工艺和品牌，2013年拿回商标。2016年再次开始生产天府可乐。公司称，天府可乐是保健饮料，“具有一定的药理机能”。配方是“提取中药材的有效成分，并添加天然香料、碳酸水、有机酸和食糖等”。《副食品趣味大观》介绍称，天府可乐以白芍为主要原料，并添加其他中药和蔗糖。	
557,6457828	,碎片化时间	,碎片化时间是指由于学习或工作的安排，日常生活中会有一些较为短暂且不连续的零碎空闲时间段，如乘坐地铁或公交车去上班或上学的路上的这段时间。碎片化时间可以通过不同的方式进行利用，如利用碎片化时间进行碎片化阅读等，商业领域也发掘了碎片化时间的商机，使得碎片化消费成为一种新的消费方式。	
558,6457831	,迈克尔·达米特	,迈克尔·达米特（英语：Michael Anthony Eardley Dummett，1925年6月27日-2011年12月27日）英国哲学家，英国国家学术院院士，被描述为“上世纪最重要的英国哲学家之一，也是种族容忍和平等的主要活动家。”直到1992年，他一直是牛津大学威克姆逻辑学教授。 他撰写了关于分析哲学的历史，特别是弗雷格的翻译，并在数学，逻辑，语言和形而上学的哲学中做出了原创性的贡献。 他因其关于真理和意义的工作以及他们对现实主义和反现实主义之间辩论的影响而闻名，这是他帮助普及的一个术语。在数学逻辑中，他开发了一种中间逻辑，已经由KurtGödel研究过：哥德尔 - 达默特逻辑。达米特是丝绸商人的儿子。 他曾就读于桑德罗伊德（Sandroyd）学院，在温切斯特公学获得奖学金，后来于1943年获得牛津大学基督堂学院历史专业奖学金。二战爆发后他被召集起来，最初担任皇家炮兵的学员，然后加入印度和马来亚的情报部队。 他还获得了牛津大学万灵学院的奖学金。http://kns.cnki.net/KCMS/detail/detail.aspx?dbcode=CDFD&dbname=CDFD0911&filename=2010062178.nh&v=MjU1NjVyTytITkRMcDVFYlBJUjhlWDFMdXhZUzdEaDFUM3FUcldNMUZyQ1VSTE9mWmVadUZ5L2hVNzdQVjEyNkg=	
559,6457837	,民族和解党 (冈比亚)	,民族和解党是冈比亚的一个政党。它成立于1996年，由创始人领导。民族和解党是在1996年成立的，作为他竞选总统的一部分。他在1996年的总统选举中获得第三名。2名该党成员在1997年议会选举中当选。在2001年的总统选举中，巴赫名列第三。民族和解党作为的一部分参加2016年总统选举，该联盟宣布阿达马·巴罗为联盟的候选人，随后获胜。该政党的选举结果如下：‌* ，民族和解党领导人（1996-），（2017-）	
560,6457848	,让-皮埃尔·博卡尔多	,让-皮埃尔·博卡尔多（，），法国短跑运动员 ，出生于埃斯佩拉扎 ，曾参加1964年夏季奥运会和1968年夏季奥运会。 	
561,6457871	,181123 批踢踢板主因开设赌盘遭警方法办事件	,2018年11月23日，就在九合一地方大选的前一天，警方抓了批踢踢时任ADS看板的板主，理由是因为开设高雄市长选举赌盘，而该板主的手机及电脑都因此遭到扣押，该案件目前仍在侦办中。当时的相关报导中国时报 撒76万元P币赌高雄市长 版主PTT开赌遭逮 PTT版主狂开高雄赌盘 被逮 苹果日报 PTT版主开高雄市长选举赌盘　吸76万P币下注遭移送 联合报 用P币下注 PTT版主开选举赌盘遭逮 自由时报 北警再破地下赌盘 又只收高雄市长赌注 三立新闻网 PTT版主开选举赌盘！封盘前下注76万P币　警移送法办 ETtoday PTT版主开赌盘GG！选罢法移送　封盘前总投注76万P币 寰宇新闻网 PTT版主开高市长选举赌盘 吸76万P币下注被移送	
562,6457874	,凯尔西 (加利福尼亚州)	,凯尔西是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。凯尔西的座标为，而该地的平均海拔高度为586米（即1923英尺）。	
563,6457876	,越占战争	,越占战争，或称占越战争、越南占婆战争，指的是自10世纪开始越南与其南方邻国占婆之间的战争。自越南自中国独立以后，越南就不断同南方邻国的占婆发生战争。占婆也是越南扩张的重要对象，最后在越南人「南进」过程中灭亡。	
564,6457878	,金斯维尔 (加利福尼亚州)	,金斯维尔是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。金斯维尔的座标为，而该地的平均海拔高度为467米（即1532英尺）。	
565,6457886	,基瓦比奇 (加利福尼亚州)	,基瓦比奇是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。基瓦比奇的座标为，而该地的平均海拔高度为1902米（即6240英尺）。	
566,6457890	,基伯兹 (加利福尼亚州)	,基伯兹是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。基伯兹的座标为，而该地的平均海拔高度为377米（即1237英尺）。	
567,6457893	,拉克雷斯塔村 (加利福尼亚州)	,拉克雷斯塔村是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。拉克雷斯塔村的座标为，而该地的平均海拔高度为284米（即932英尺）。	
568,6457896	,堀岛行真	,堀岛行真（，）生于岐阜县揖斐郡池田町，是一名日本男子自由式滑雪运动员，主攻雪上技巧。堀岛行真出生后一年受父母影响开始接触滑雪。小学四年级时，他开始接触雪上技巧项目，一年后，他首次参加雪上技巧比赛，在完成比赛后，他便梦想成为第一。2013年，他在福岛县耶麻郡猪苗代町完成了自己的世界杯分站赛首秀。2017年，他在西班牙内华达山举行的世界锦标赛上夺得两项冠军，成为史上首位获得自由式滑雪世锦赛冠军的日本男选手。堀岛行真的姐姐堀岛有纱同样主攻雪上技巧，也曾参加过国际比赛。	
569,6457898	,莱克山庄园 (加利福尼亚州)	,莱克山庄园是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。莱克山庄园的座标为，而该地的平均海拔高度为149米（即489英尺）。	
570,6457900	,莱克瓦利 (加利福尼亚州)	,莱克瓦利是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。莱克瓦利的座标为，而该地的平均海拔高度为1892米（即6207英尺）。	
571,6457901	,纳尔逊·古德曼	,纳尔逊·古德曼(英语：Henry Nelson Goodman，）是一位美国哲学家，以反事实条件，分体论，归纳问题，非现实主义和美学而闻名。古德曼出生于马萨诸塞州的萨默维尔，是萨拉·伊丽莎白和亨利·刘易斯·古德曼的儿子。他是一个犹太人。他于哈佛大学毕业获得文学士学位。在20世纪30年代，他在马萨诸塞州波士顿经营一家艺术画廊，同时在哈佛大学攻读博士学位。并于1941年获得博士学位。他作为艺术品经销商的经历有助于解释他后来的美学转向，在那里，他比逻辑学和分析哲学更为人所知。在第二次世界大战期间，他曾担任美国陆军的心理学家。他于1946年至1964年在宾夕法尼亚大学任教，他的学生包括诺姆·乔姆斯基，Sidney Morgenbesser，Stephen Stich和希拉里·普特南。他于1962年至1963年在哈佛认知研究中心担任研究员，1964年至1967年担任多所大学的教授，1968年被任命为哈佛大学哲学教授。古德曼在马萨诸塞州的尼德姆去世。	
572,6457902	,莱克里奇奥克斯 (加利福尼亚州)	,莱克里奇奥克斯是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。莱克里奇奥克斯的座标为，而该地的平均海拔高度为145米（即476英尺）。	
573,6457903	,莱克伍德西埃拉 (加利福尼亚州)	,莱克伍德西埃拉是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。莱克伍德西埃拉的座标为，而该地的平均海拔高度为1190米（即3904英尺）。	
574,6457905	,拉特罗布 (加利福尼亚州)	,拉特罗布是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。拉特罗布的座标为，而该地的平均海拔高度为232米（即761英尺）。	
575,6457907	,利奥纳迪 (加利福尼亚州)	,利奥纳迪是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。利奥纳迪的座标为，而该地的平均海拔高度为1419米（即4655英尺）。	
576,6457908	,小挪威 (加利福尼亚州)	,小挪威是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。小挪威的座标为，而该地的平均海拔高度为2333米（即7326英尺）。	
577,6457910	,洛塔斯 (加利福尼亚州)	,洛塔斯是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。洛塔斯的座标为，而该地的平均海拔高度为220米（即722英尺）。	
578,6457913	,下福尼 (加利福尼亚州)	,下福尼是位于美国加利福尼亚州埃尔多拉多县的一个非建制地区。该地的面积和人口皆未知。下福尼的座标为，而该地的平均海拔高度为2112米（即6929英尺）。	
579,6457914	,小林陵侑	,小林陵侑（，）生于岩手县岩手郡松尾村（现八幡平市），是一名日本男子跳台滑雪运动员。小林陵侑有一个姐姐、一个哥哥和一个弟弟，都从事跳台滑雪运动，其中哥哥小林润志郎曾和陵侑一同参加过2018年平昌冬奥。陵侑在五岁时受其哥哥影响开始接触滑雪，小学1年级时开始练习跳台滑雪。2015年高中毕业后加入土屋控股滑雪部。之后在2015/16赛季完成了自己的世界杯分站赛首秀。	
