mid,lid,text
6458408	,11022	,实验小鼠是使用最广泛的实验动物。	
6458408	,11023	,相关的动物实验技术也最成熟。	
6458408	,11024	,实验小鼠和实验大鼠构成了实验动物的主体。	
6458408	,11025	,大约90%的实验动物都是小鼠和大鼠，实验小鼠能用于药物实验。	
6458408	,11026	,也能用于疾病模型构建等基础实验。	
6458408	,11027	,实验小鼠用作实验动物有很长的历史。	
6458408	,11028	,最早在17世纪就有人使用小鼠进行动物实验。	
6458411	,11029	,北票站（规划建设阶段称北票东站）是京哈客运专线京沈段的一座。	
6458411	,11030	,车站。	
6458411	,11031	,位于辽宁省朝阳市北票市凉水河蒙古族乡。	
6458411	,11032	,由中国铁路沈阳局集团有限公司阜新车务段管辖。	
6458411	,11033	,2018年12月29日启用，北票站站场布置为2台4线。	
6458411	,11034	,站房设计以化石文化为主题，外立面形如展翅的龙鸟。	
6458453	,11035	,迈克尔·哈特（英文：Michael Hardt。	
6458453	,11036	,1960年-）美国政治哲学家和文学理论家。	
6458453	,11037	, 哈特以他与安东尼奥·奈格里合写的著作《帝国》而闻名。	
6458453	,11038	, 它被齐泽克称赞为“21世纪的共产党宣言”。	
6458453	,11039	,哈特和奈格里认为。	
6458453	,11040	,当代主导生活的几种力量，如阶级压迫，全球化和服务商品化。	
6458453	,11041	,都有可能引发前所未有的社会变革。	
6458453	,11042	, 续集《诸众》于2004年8月出版。	
6458453	,11043	,它概述了《帝国》首次提出的一个观点。	
6458453	,11044	,即帝国作为全球范围民主运动的可能地点。	
6458453	,11045	, 三部曲的第三部分也是最后一部分《大同世界》于2009年出。	
6458453	,11046	,版。	
6458453	,11047	,哈特毕业于马里兰州波托马克的温斯顿丘吉尔高中。	
6458453	,11048	,他1978年至1983年在宾夕法尼亚州斯沃斯莫尔学院学习工。	
6458453	,11049	,程学。	
6458453	,11050	,在20世纪70年代的能源危机期间。	
6458453	,11051	,他开始对替代能源感兴趣。	
6458453	,11052	,谈到他在大学的政治想法时。	
6458453	,11053	,他说。	
6458453	,11054	,“我认为为第三世界国家做替代能源工程将是一种参与政治方式。	
6458453	,11055	,可以摆脱我讨厌的这种校园政治闹剧。	
6458453	,11056	,似乎是这样。	
6458453	,11057	,但我很快就被解雇了。	
6458453	,11058	,“在大学期间。	
6458453	,11059	,他为各种太阳能公司工作。	
6458453	,11060	,大学毕业后，哈特还参加了庇护运动，之后帮助建立了一个项目。	
6458453	,11061	,将来自美国的捐赠电脑带到萨尔瓦多大学，然而。	
6458453	,11062	,他说这次政治活动对他的影响比对萨尔瓦多人的影响更大。	
6458453	,11063	,1983年。	
6458453	,11064	,他移居西雅图。	
6458453	,11065	,在华盛顿大学学习比较文学，在攻读博士学位期间。	
6458453	,11066	,哈特开始翻译安东尼奥·奈格里关于斯宾诺莎的书《愤慨的异类》。	
6458453	,11067	,并且开始和奈格里联系。	
6458453	,11068	,他于1986年夏天在巴黎第一次见到了奈格里。	
6458453	,11069	,讨论翻译的困难，在他们见面后，并于次年夏天搬到巴黎。	
6458453	,11070	,他于1986年获得了文学硕士并于1990年完成了关于吉尔·。	
6458453	,11071	,德勒兹的论文。	
6458453	,11072	,并获得了博士学位，在南加州大学短暂教学后。	
6458453	,11073	,哈特于1994年开始在杜克大学的文学课程中教学。	
6458453	,11074	,他目前是杜克大学的文学和意大利文学教授。	
6458453	,11075	,哈特关注的是政治生活的快乐。	
6458453	,11076	,并且说过：“必须将爱的概念扩展到夫妻的极限之外。	
6458453	,11077	,”诸众的政治不仅仅是控制生产力或解放一个人自己的主观性。	
6458453	,11078	,这两者也与政治生活的爱和快乐以及实现政治目标有关。	
6458453	,11079	,哈特不考虑教授革命职业，也不认为学院是一个特别的政治机构。	
6458453	,11080	, “但是现在把政治视为一个大规模的社会转型项目。	
6458453	,11081	,我完全不相信政治活动可以来自大学。	
6458453	,11082	,”哈特说。	
6458453	,11083	,公共教育和平等和公开进入大学的愿景正逐渐消失：“反恐战争”。	
6458453	,11084	,只促进了有限的军事和技术知识。	
6458453	,11085	,同时提升了生物政治经济所需的技能。	
6458453	,11086	,“创造思想。	
6458453	,11087	,形象。	
6458453	,11088	,代码，影响和其他非物质商品“尚未被认为是经济创新的主要关键。	
6458453	,11089	,哈特的许多作品都是与安东尼奥·内格里合写的。	
6458470	,11090	,精酿啤酒是一种手工啤酒，年产量小于600万桶。	
6458470	,11091	,然后非精酿酿造者或公司所占股份不超过25%。	
6458470	,11092	,最后是原料基本只采用大麦芽，酵母，水，啤酒花。	
6458471	,11093	,捷迅车队（X-Speed United Continent。	
6458471	,11094	,al）是一队总部设于香港的亚洲洲际单车队，于2019年成立。	
6458477	,11095	,我的奋斗（挪威语：Min kamp）是卡尔·奥韦·克瑙斯高。	
6458477	,11096	,撰写的六卷本自传小说，在2009年至2011年间出版了。	
6458489	,11097	,王刚，中国知名厨师。	
6458489	,11098	,部落客。	
6458489	,11099	,网路名人。	
6458489	,11100	,四川省自贡市富顺县兜山镇人，自称「美食作家王刚」。	
6458489	,11101	,因拍摄视频到网路上教导烹饪。	
6458489	,11102	,大获网友好评，现已经有千万追随者。	
6458489	,11103	,王刚早年为叛逆少年。	
6458489	,11104	,曾经辍学在家，而后朝烹饪之路迈进。	
6458489	,11105	,从19岁到24岁，在超过五十家餐厅打过工，王刚称。	
6458489	,11106	,自己每到一处。	
6458489	,11107	,都抓紧一切机会学做。	
6458489	,11108	,首先和厨师打好关系。	
6458489	,11109	,请他们喝啤酒。	
6458489	,11110	,帮洗衣服。	
6458489	,11111	,甚至洗臭袜子，只为了学得烹饪的一招半式。	
6458489	,11112	,2014年。	
6458489	,11113	,王刚在广东广州的酒楼担任厨师长。	
6458489	,11114	,与一样喜爱烹饪的烧烤学徒姚树芬相遇，相恋而结婚。	
6458489	,11115	,不久。	
6458489	,11116	,两人生下孩子，2016年，王刚回到广东。	
6458489	,11117	,在珠海的一家酒楼担任厨师长。	
6458489	,11118	,并因为受到网路烹饪影片的启发而开拍。	
6458489	,11119	,王刚认为教学应该朴实无华，简单直率。	
6458489	,11120	,而不应该像他看到的影片那样花俏华丽。	
6458489	,11121	,王刚在路过的酒楼老板推波助澜下。	
6458489	,11122	,急就章地做出了「盘龙茄子」影片。	
6458489	,11123	,竟然获得了20万的推荐和1万多的阅读量。	
6458489	,11124	,回复区还有800多条互动，2017年10月，他离开广东。	
6458489	,11125	,回到自贡开设工作室，他负责示范烹饪。	
6458489	,11126	,并由妻子负责拍摄，数个月后，他在西瓜视-{}-频。	
6458489	,11127	,微博等平台的粉丝总数，爆发式的增长超过了1000万。	
6458489	,11128	,并成为西瓜视-{}-频的签约作者，王刚的视频颇有自己的风格。	
6458489	,11129	,先是自己出镜亮相，报菜名，然后处理原料和辅料，烹饪制作。	
6458489	,11130	,最后是技术总结。	
6458489	,11131	,王刚直接了当地介绍每道菜的做法，不用花俏的技巧吸引观众。	
6458489	,11132	,只用简单易懂的说法来教学。	
6458489	,11133	,口头禅「滑锅劝油」，「少许醋劝退」，「首先我们把锅烧热。	
6458489	,11134	,锅烧热后加入宽油」更让年轻网友们疯学。	
6458489	,11135	,许多人都封他为「烹饪型YouTuber清流」。	
6458489	,11136	,王刚也会根据粉丝的反应。	
6458489	,11137	,逐步改进影片，尤其注重说明每一个步骤之原理。	
6458489	,11138	,更通俗易懂。	
6458495	,11139	,基本概括编辑L-410 是一款双引擎短程运输机。	
6458495	,11140	,由捷克的LET所生产的，主要用在民航运输上。	
6458495	,11141	,Let Kunovice工厂在获得前苏联机型的特许生产之后。	
6458495	,11142	,开始设计一种双发运输机。	
6458495	,11143	,以满足前苏联及东欧诸国的需要。	
6458495	,11144	,原型机于1969年4月16日首飞。	
6458495	,11145	,最初装载的是PT6A发动机。	
6458495	,11146	,生产机型换装了瓦尔特公司涡轮螺旋桨发动机。	
6458495	,11147	,L-410机型于1971年未进入斯洛伐克航空公司开始服役。	
6458495	,11148	,该机型共计交付了1001架。	
6458495	,11149	,是史上最成功的19座飞机。	
6458495	,11150	,发展编辑L-410开发是在1960年代由捷克的莱特库诺维采。	
6458495	,11151	,负责。	
6458495	,11152	,当时苏联的俄罗斯航空正寻找一款使用涡轮螺旋桨发动机的飞机来。	
6458495	,11153	,取代安-2。	
6458495	,11154	,经过初步研究后，飞机命名为L-400。	
6458495	,11155	,新型号称为L-410 Turbolet。	
6458495	,11156	,首架原型机命名为XL-410。	
6458495	,11157	,于1969年4月6日首飞。	
6458495	,11158	,由于符合规格的捷克沃尔特M601涡轮螺旋桨发动机研发未能及。	
6458495	,11159	,时完成。	
6458495	,11160	,所以原型机装配的是普惠PT6A-27涡轮螺旋桨发动机。	
6458495	,11161	,当M601开发完成后。	
6458495	,11162	,配上Avia V508三叶片螺旋桨取代了PT6A-27。	
6458495	,11163	,成为L-410M型。	
6458495	,11164	,另一款衍生型号UVP（UVP是短场起降的俄语缩写）是为俄航。	
6458495	,11165	,而设计，增加了机翼及尾翼面积。	
6458495	,11166	,从而改善了短场起降性能，但是空机重量提高了及造成重心的改变。	
6458495	,11167	,因此最多只能载15人。	
6458495	,11168	,L-410 UVP-E是一款全金属高单翼通勤飞机。	
6458495	,11169	,客舱不能加压。	
6458495	,11170	,配有可收回的起落架，飞机有两组液压系统：主要及紧急。	
6458495	,11171	,除冰系统能使机翼前缘加压除冷。	
6458495	,11172	,扇叶加热。	
6458495	,11173	,"驾驶舱及挡风玻璃防冰，提升了最大起飞重量至6,400公斤。	"
6458495	,11174	,使用配上五叶片Avia V510螺旋桨的M601E涡轮螺旋。	
6458495	,11175	,桨发动机，增加了推力。	
6458495	,11176	,以及增加了机翼载油量，此型号于1984年首飞。	
6458495	,11177	,1986年投入服务。	
6458495	,11178	,L-410UVP-E9和UVP-E20只是因为不同地区的适。	
6458495	,11179	,"航规则而作出少许改变，最大起飞重量增加至6,600公斤。	"
6458495	,11180	,载客量为17至19人。	
6458495	,11181	,飞机巡航速度为170海里。	
6458495	,11182	,"最大航程约770海里（1,430千米）。	"
6458495	,11183	,飞机得到仪表飞行认证。	
6458495	,11184	,CAT I仪器降落系统及在结冰情况下飞行。	
6458495	,11185	,L-420是最后一款型号。	
6458495	,11186	,采用M601F涡轮螺旋桨发动机。	
6458495	,11187	,"L-410共生产超过1,100架。	"
6458495	,11188	,至过500架仍然服务中，L-410主要交付给苏联的航空公司。	
6458495	,11189	,之后再卖给亚洲，非洲和南美洲的航空公司。	
6458495	,11190	,约40架L-410在欧洲服役中，用作商业飞行或跳伞。	
6458495	,11191	,此外还有不明数量在俄罗斯和前苏联国家中运作。	
6458495	,11192	,此飞机能在短距离跑道和未铺砌跑道上升降。	
6458495	,11193	,结构特点直线形上单翼。	
6458495	,11194	,机翼上安装两台普-惠公司PT6A或瓦尔特公司M601涡轮螺。	
6458495	,11195	,旋桨发动机，三桨叶或五桨叶螺旋桨，薄背鳍。	
6458495	,11196	,厚腹鳍。	
6458495	,11197	,UVP-F机型带翼尖油箱	
6458497	,11198	,"Pixiv股份有限公司（英文社名：""pixiv Inc.""。	"
6458497	,11199	,），这是一家总部位于东京都涩谷区的网络股份有限公司公司。	
6458497	,11200	,管理着网站“pixiv”，提供插图通信服务和其他相关服务。	
6458497	,11201	,此外，它还是安利美特集团的公司。	
6458497	,11202	,クルーク股份有限公司那个时候。	
6458497	,11203	,Linux。	
6458497	,11204	,Apache，MySQL。	
6458497	,11205	,PHP如开源软件和本土服务器承接低价系统开发和核心项目的网。	
6458497	,11206	,页制作合同。	
6458497	,11207	,但是，2007年（平成19年）9月10日。	
6458497	,11208	,クルーク股份有限公司的服务器公司外部合作者，上谷隆宏提供给。	
6458497	,11209	,它开始「pixiv」在同一个月。	
6458497	,11210	,"快速增长达到10,000名会员，同年10月1日。	"
6458497	,11211	,上谷加入公司。	
6458497	,11212	,开发和管理业务开始。	
6458497	,11213	,"2008年（平成20年）达到38万会员和360,000 P。	"
6458497	,11214	,V，公司修改了业务内容。	
6458497	,11215	,将「pixiv」改为核心业务2008年（平成20年）11月。	
6458497	,11216	,1日公司名称改为Pixiv股份有限公司。	
6458505	,11217	,穆达伟（David Missal）是一名德国中国研究者。	
6458505	,11218	,记者，高中毕业后申请德国学术交流总署在海外交流。	
6458505	,11219	,最后获派到南京市一所高中任教德语一年。	
6458505	,11220	,其后为深入对比中德两国政治体系。	
6458505	,11221	,入读柏林自由大学主修中国研究。	
6458505	,11222	,毕业后再取得奖学金前往清华大学修读新闻学硕士。	
6458505	,11223	,期间因为拍摄维权律师纪录短片《蔺律师》，被拒续发留学签证。	
6458505	,11224	,目前就读于香港大学新闻和媒体研究中心。	
6458506	,11225	,《Target : Billboard – KILL BI。	
6458506	,11226	,LL》（，有些媒体简称KILL BILL）。	
6458506	,11227	,为韩国MBC电视台于2019年推出的综艺节目。	
6458506	,11228	,由金钟国主持。	
6458506	,11229	,节目主轴为集结韩国国内的顶尖嘻哈音乐人。	
6458506	,11230	,为攻占音乐告示牌展开生存战。	
6458517	,11231	,Ng Wa Seng (; born 2 August 1。	
6458517	,11232	,999) is a Macanese footballer。	
6458517	,11233	, who currently plays as a def。	
6458517	,11234	,ender for MFA Development.	
6458518	,11235	,Dion Carlos Choi (中文：徐崚峰; bor。	
6458518	,11236	,n 6 February 1999) 是一位澳门足球员。	
6458518	,11237	,司职中场，现时效力澳门发展队和澳门足球代表队。	
6458521	,11238	,Ng Wa Keng A (; born 2 August。	
6458521	,11239	, 1999) is a Macanese football。	
6458521	,11240	,er who currently plays as a m。	
6458521	,11241	,idfielder for Hang Sai.	
6458527	,11242	,韦瓦克机场（英文：Wewak Airport）又叫博勒姆机。	
6458527	,11243	,场（Boram Airport）。	
6458527	,11244	,是一座位于巴布亚新几内亚韦瓦克的机场。	
6458529	,11245	,郑可强（1994年9月11日～）是台湾新生代男歌手。	
6458529	,11246	,出生于台湾南投市，国立高雄餐旅大学 航空运输服务管理系毕业。	
6458529	,11247	,2018年秋参加台湾大型歌唱选秀节目《声林之王》（首届。	
6458529	,11248	,播出时间：2018年10月12日～2019年1月25日）。	
6458529	,11249	,最终获得第五名。	
6458529	,11250	,并以高人气获得最后阶段观众投票第二名，现为量子娱乐签约歌手。	
6458529	,11251	,2018年8月6日现场报名参加《声林之王》海选。	
6458529	,11252	,从三千多人中脱颖而出。	
6458529	,11253	,成为103位入围的参赛者之一。	
6458541	,11254	,帕哥火山位于巴布亚新几内亚的西新不列颠省。	
6458541	,11255	,金贝东部。	
6458541	,11256	, 帕哥火山是一个年轻的破火山口。	
6458541	,11257	,位于Witori破火山口之内。	
6458541	,11258	, 布鲁火山口将Witori破火山口的西南翼切开。	
6458541	,11259	,帕哥火山最大的爆发在公元前4000±200年。	
6458541	,11260	,火山爆发指数(VEI)为6级。	
6458541	,11261	,喷出10立方公里(2.5 立方英里)的物质。	
6458541	,11262	,在1370±100年有另一次爆发，VEI 6级。	
6458541	,11263	,喷出30 立方公里(7 立方英里)的物质。	
6458541	,11264	,在710±75年的爆发同样为VEI 6级。	
6458541	,11265	,喷出了20 立方公里 (5 立方英里)的火山灰。	
6458545	,11266	,挽客是部份地区的传统中式婚礼中。	
6458545	,11267	,于新人拜堂时搀扶新人的专门人员。	
6458545	,11268	,由于新人拜堂时由于磕头次数繁多，多需旁人帮忙搀扶完成叩拜礼。	
6458545	,11269	,除喜娘，全福人。	
6458545	,11270	,或伴郎。	
6458545	,11271	,伴娘之外。	
6458545	,11272	,很多地区也有另外派专人担任这项任务之习俗。	
6458545	,11273	,此乃挽客，此俗源于旧时生肖和生辰八字相克之民间信仰。	
6458545	,11274	,喜娘，傧相。	
6458545	,11275	,全福人等的生肖和生辰八字不一定不和新人之生肖和生辰八字相克。	
6458545	,11276	,因此在这些人之生肖和生辰八字和新人之生肖和生辰八字相克的情。	
6458545	,11277	,况下，须另选生肖和生辰八字和新人不相克之人担任挽客。	
6458545	,11278	,十分讲究生肖和生辰八字忌讳之人家，在喜娘，傧相。	
6458545	,11279	,全福人之生肖和生辰八字虽不和新人相克。	
6458545	,11280	,但也非最佳相配的情况下。	
6458545	,11281	,也会另选生肖和生辰八字与新人为最佳匹配之人担任挽客。	
6458545	,11282	,以讨吉利，一般来说，挽客多从亲属。	
6458545	,11283	,男傧相团，女傧相团中选取。	
6458545	,11284	,其生肖和生辰八字最好是。	
6458545	,11285	,不一定必须和新人相配，但是决不能相克。	
6458545	,11286	,例如属猪的新人不能由属虎之人担任挽客。	
6458545	,11287	,属兔的新人不能由属狗之人担任挽客。	
6458545	,11288	,此俗现于城市中已趋消亡。	
6458545	,11289	,但于广大农村中仍有残留。	
6458549	,11290	,约翰·拉克姆（John Rackham，）。	
6458549	,11291	,通常叫做棉布杰克或白棉布杰克（Calico Jack）。	
6458549	,11292	,是一个在18世纪早期活跃于加勒比海（主要为巴哈马和古巴）的。	
6458549	,11293	,英国海盗，其昵称中的“白棉布”是他常穿的衣服布料。	
6458549	,11294	,而“杰克”则是其本名约翰的昵称。	
6458549	,11295	,棉布杰克是海盗的黄金时代的著名海盗。	
6458549	,11296	,其船员玛丽·里德和安妮·伯妮也颇有名气。	
6458549	,11297	,1719年他获得英王的免罪状，但次年就重操旧业。	
6458549	,11298	,然而。	
6458549	,11299	,不久就被海盗猎人乔纳森·巴尼特逮捕。	
6458549	,11300	,1720年11月在牙买加的皇家港处以绞刑。	
6458552	,11301	,崇光（1809年 - 1863年），字子孚，号华岩。	
6458552	,11302	,爱新觉罗氏，镶蓝旗宗室。	
6458552	,11303	,嘉庆十四年（1809）己巳八月初十日子时生。	
6458552	,11304	,嫡母伊尔根觉罗氏道富僧阿之女，道光七年十一月授右翼宗学副管。	
6458552	,11305	,八年中式戊子科文举人，二十五年中式乙巳恩科文进士。	
6458552	,11306	,咸丰二年二月授主事，八月授员外郎。	
6458552	,11307	,同治二年（1863）癸亥五月十三日子时卒，年55岁。	
6458552	,11308	,嫡妻金佳氏员外郎恒春之女，继妻钮祜禄氏主事忠谦之女。	
6458552	,11309	,妾万氏万福之女，妾周氏周贵之女，妾奚氏奚荣之女。	
6458552	,11310	,弟崇文为道光十三年进士。	
6458552	,11311	,祖父琳寜为嘉庆年间协办大学士。	
6458555	,11312	,黄尧。	
6458555	,11313	,中国女演员。	
6458555	,11314	,广东佛山人，中央戏剧学院2012级表演系本科一班学生。	
6458555	,11315	,2016年出演安澜执导电影《大会师》。	
6458555	,11316	,2018年凭借出演田壮壮监制，白雪执导作品《过春天》。	
6458555	,11317	,获得第2届平遥国际电影节费穆荣誉最佳女演员奖。	
6458555	,11318	,获得第13届亚洲电影大奖最佳新演员奖提名。	
6458556	,11319	,崇文（1813年 - 1844年），镶蓝旗宗室。	
6458556	,11320	,嘉庆十八年癸酉六月廿九日丑时生。	
6458556	,11321	,嫡母伊尔根觉罗氏道富僧阿之女。	
6458556	,11322	,道光十一年辛卯科文举人。	
6458556	,11323	,十三年癸巳恩科中式文进士，授翰林院侍读。	
6458556	,11324	,道光二十四年甲辰八月初四日午时卒，年33岁。	
6458556	,11325	,嫡妻完颜氏西郎阿之女。	
6458556	,11326	,兄崇光为道光二十五年乙巳恩科进士。	
6458556	,11327	,祖父琳寜为嘉庆年间协办大学士。	
6458559	,11328	,谢亲。	
6458559	,11329	,又称拜礼或见厅。	
6458559	,11330	,参谢之礼。	
6458559	,11331	,是汉字文化圈传统婚礼中拜见家族尊亲的婚俗礼仪。	
6458559	,11332	,即新人对席后叩拜双方每一位长辈和年长平辈的婚后礼。	
6458559	,11333	,而受拜者则必须还礼。	
6458559	,11334	, 中国传统中尊亲受礼后必须打赏新人，决不能只受拜而不打赏。	
6458559	,11335	,"所以民间因此有""不磕空头""之说。	"
6458559	,11336	,很多地区行此婚俗礼仪时有读出赏钱数目的习俗：新人磕头后。	
6458559	,11337	,赞礼或傧相接过受拜者所给的赏钱快速点数。	
6458559	,11338	,之后大声读出：“(新人)的(亲属称谓)(人名)赏钱(数目)。	
6458559	,11339	,元!”。	
6458559	,11340	,例如“新郎堂叔张三赏钱20元!”此时众宾客一般也会跟着叫好。	
6458559	,11341	,叩拜家族尊亲时，傧相须引导每位亲属至香案前落座。	
6458559	,11342	,其次序多为先长后幼。	
6458559	,11343	,先男后女，先嫡后庶，即新人一般按照新郎父系亲族长辈。	
6458559	,11344	,新郎父系亲族年长平辈，新郎母系亲族长辈。	
6458559	,11345	,新郎母系亲族年长平辈。	
6458559	,11346	,新娘父系亲族长辈，新娘父系亲族年长平辈，新娘母系亲族长辈。	
6458559	,11347	,新娘母系亲族年长平辈之顺序叩拜每位家族尊亲。	
6458559	,11348	,但在舅舅为大的地区，舅舅须先于其他母系亲族受拜。	
6458559	,11349	,同族同辈之人们中先拜年长者，每位家族尊亲受新人一跪一磕之拜。	
6458559	,11350	,根据不同地区的不同婚俗。	
6458559	,11351	,有两种不同的叩拜方式：一种为新人叩拜完一位亲属后须起立。	
6458559	,11352	,等下一位亲属落座后重新下跪，再叩首。	
6458559	,11353	,另一种方式为新人长跪不起。	
6458559	,11354	,从第一位受拜亲属一直跪到拜完最后一位受拜亲属。	
6458559	,11355	,每一位亲属落座后新人只须磕头。	
6458559	,11356	,不须起立重跪，不管哪种方式。	
6458559	,11357	,都是对新人身心的严峻考验，若受拜亲族众多(在乡下至少数十人。	
6458559	,11358	,通常可达上百人。	
6458559	,11359	,甚至数百人之多)。	
6458559	,11360	,新人(特别是新娘)行此礼时多需旁人扶助以完成这项长达一小时。	
6458559	,11361	,甚至数小时的婚俗礼仪。	
6458559	,11362	,虽然新人是一起牵巾叩拜双方长辈和年长平辈。	
6458559	,11363	,但不管是男方或女方的长辈和年长平辈所赏的磕头钱。	
6458559	,11364	,新郎均不能拿分文，所赏的全部磕头钱必须都归新娘所有。	
6458559	,11365	,作为新娘的私房钱，满族也有此婚俗礼仪。	
6458559	,11366	,但不在婚宴当日行此礼，而多为婚礼为三日完成时。	
6458559	,11367	,于婚宴之后第二天早晨举行，称之分大小。	
6458559	,11368	,"分大小时，长辈赏给给新娘的钱称""压腰""，也叫“装烟钱”。	"
6458559	,11369	,因给长辈装烟。	
6458559	,11370	,此项婚俗之目的是进一步加强双方家庭对新人婚姻的认可。	
6458559	,11371	,接受新人成为家庭成员。	
6458559	,11372	,给新人磕头钱的原则是每位长辈和年长平辈所赏的磕头钱必须相近。	
6458559	,11373	,不能相差太多，以免让人觉得因不喜欢新郎或新娘而故意少给赏钱。	
6458559	,11374	,或让经济条件不佳的受拜亲属因给钱少而难堪。	
6458559	,11375	,若一家有多位可受拜的亲属出席婚礼。	
6458559	,11376	,受拜亲属人数则须接近或等同出席婚礼婚礼人数。	
6458559	,11377	,绝对不可在有多位可受拜的亲属出席婚礼时，新人只拜其中少数。	
6458559	,11378	,让人指责新人因势利眼贪财而只拜有钱的亲戚，同样道理。	
6458559	,11379	,若双方可受拜的亲属出席婚礼的人数相近。	
6458559	,11380	,则双方受拜人数也须相近。	
6458559	,11381	,旧时尚有年长平辈打赏金额不得超过长辈打赏金额之限制。	
6458559	,11382	,以强调长幼尊卑之制，但今以无如此限制。	
6458559	,11383	,例如年长平辈若经商有成，经济条件远远好于长辈。	
6458559	,11384	,则可适当多给新人一些磕头钱。	
6458559	,11385	,但在绝大多数地区，也不可超过长辈打赏金额太多。	
6458559	,11386	,以免造成经济条件不佳的长辈，亲属难堪。	
6458559	,11387	,部分地区的婚俗不是由赞礼引导新人叩拜家族尊亲。	
6458559	,11388	,而是由媒婆引导。	
6458559	,11389	,和讨喜一样，赏给新人磕头钱也不算婚礼常规开销。	
6458559	,11390	,因而也须分开单独计算。	
6458559	,11391	,双方各出各的。	
6458559	,11392	,由每位受拜的长辈和年长平辈自行准备。	
6458559	,11393	,即男方每位受拜的长辈和年长平辈自己准备自己赏新人所需的磕头。	
6458559	,11394	,钱。	
6458559	,11395	,女方每位受拜的长辈和年长平辈也自己准备自己赏新人所需的磕头。	
6458559	,11396	,钱，由于双方出席婚礼的亲属家境不同，但每笔赏钱数目却需相近。	
6458559	,11397	,双方多须反复磋商至最后方能达成协议，因涉及男女双方家境。	
6458559	,11398	,此俗并非必须。	
6458559	,11399	,而是取决于两家的经济情况。	
6458559	,11400	,如双方家境相差实在太大而无法达成应赏给新人多少磕头钱的协议。	
6458559	,11401	,那么这项新人向双方长辈和年长平辈行叩拜礼的婚俗仪式则不必进。	
6458559	,11402	,行，由此。	
6458559	,11403	,新人于婚礼上叩拜长辈和年长平辈绝非必须。	
6458559	,11404	,因为对新人婚姻认可和接受新人成为家庭成员最主要的形式已完成。	
6458559	,11405	,依各地不同婚俗礼仪。	
6458559	,11406	,新人叩拜家族尊亲之礼在婚礼为三日举行时有时会于婚宴后次日举。	
6458559	,11407	,行，而婚礼为一日举行时。	
6458559	,11408	,也有于婚宴结束后送客后举行(即送客时送走无亲属关系的宾客。	
6458559	,11409	,而家族尊亲留步以行拜礼)。	
6458560	,11410	,伊丽莎维塔 (丽莎) 莱维娜 （Elizaveta （Li。	
6458560	,11411	,za） Levina） 是俄裔美国的 数学统计学家。	
6458560	,11412	,密歇根大学统计系Vijay Nair讲席教授 。	
6458560	,11413	,她在高维统计（协方差矩阵估计（covariance mat。	
6458560	,11414	,rix estimation）。	
6458560	,11415	,图模型 （graphical models））。	
6458560	,11416	,统计网络分析。	
6458560	,11417	,及 非参数统计 等多个统计学领域做出了杰出贡献。	
6458560	,11418	,莱维娜1994年在 圣彼得堡国立大学 取得数学学士学位。	
6458560	,11419	,1997年在 犹他州立大学 取得数学硕士毕业。	
6458560	,11420	,之后她前往 加利福尼亚大学伯克利分校 统计系深造。	
6458560	,11421	,师从于当代最著名的统计学家之一彼得·毕克尔。	
6458560	,11422	, 2002年取得统计学哲学博士学位。	
6458560	,11423	, 她的博士论文题为《纹理分析中的统计学问题》。	
6458560	,11424	,同年。	
6458560	,11425	,莱维娜成为密歇根大学统计系助理教授。	
6458560	,11426	,2009年晋升为副教授。	
6458560	,11427	,2014年晋升为正教授。	
6458560	,11428	,她从2012年起担任系博士生项目指导教授。	
6458560	,11429	,2014年起担任系副主任。	
6458560	,11430	,她同时也担任密歇根数据科学研究所（Michigan Ins。	
6458560	,11431	,"titute for Data Science, MIDA。	"
6458560	,11432	,S）和复杂系统研究中心（Center for the St。	
6458560	,11433	,udy of Complex Systems）的兼职教授。	
6458560	,11434	,莱维娜2010年获得 美国统计协会 颁发的Gottfrie。	
6458560	,11435	,d E. 诺瑟年轻学者奖。	
6458560	,11436	,以表彰她在非参数统计领域的突出贡献。	
6458560	,11437	,该奖金每年授予一位青年统计学家。	
6458560	,11438	,她2011年当选为 国际统计学会 会员。	
6458560	,11439	,2016年当选为 美国统计协会 (ASA) 会员和国际数理。	
6458560	,11440	,统计学会 (IMS)会员。	
6458560	,11441	,从2017年起。	
6458560	,11442	,莱维娜成为密歇根大学统计系Vijay Nair讲席教授。	
6458560	,11443	,莱维娜应邀在2018年国际数学家大会上做45分钟报告。	
6458560	,11444	, 2019年被选为国际数理统计学会 奖章讲座（Medall。	
6458560	,11445	,ion Lecture）演讲人之一。	
6458560	,11446	,莱维娜教授是2016年汤普森ISI“高被引用作者”之一。	
6458560	,11447	,莱维娜的丈夫。	
6458560	,11448	,爱德华·伊欧尼迪斯（Edward Ionides）也在密歇。	
6458560	,11449	,根大学统计系任正教授， 他们有三个孩子。	
6458561	,11450	,'庙见礼也称庙见成妇，是汉字文化圈传统婚礼中婚后礼的一种。	
6458561	,11451	,是指从婚礼次日至婚后三个月左右的这段时间里，夫家择一日。	
6458561	,11452	,率新娘至宗祠祭告祖先，以表示该妇从此正式成为夫家成员。	
6458561	,11453	,在古代中国庙见完成时也是作为洞房的东屋恢复原样。	
6458561	,11454	,新人按其在家中的地位由洞房迁入住宅中所相应的房间的最迟之时。	
